mag,dist,mag_dist,severity,severity_dist
2.05,140,0,Minor 1,None
5.68,136,2.96,Moderate,Minor 2
6.07,141,3.25,Strong,Minor 2
7.88,61,6.66,Major,Strong
5.23,33,4.57,Moderate,Light
2.36,227,0,Minor 1,None
5.49,5,5.39,Moderate,Moderate
5.33,192,1.49,Moderate,Micro
4.19,68,2.83,Light,Minor 1
5.14,233,0.48,Moderate,None
2.47,130,0,Minor 1,None
2.97,203,0,Minor 2,None
7,81,5.38,Major,Moderate
4.12,8,3.96,Light,Light
2.84,112,0.6,Minor 1,None
8.5,215,4.2,Great,Light
7.26,9,7.08,Major,Major
4.72,30,4.12,Light,Light
8.8,89,7.02,Great,Major
7.8,181,4.18,Major,Light
6.8,136,4.08,Strong,Light
5.02,96,3.1,Moderate,Minor 2
4.57,38,3.81,Light,Minor 2
4.84,165,1.54,Light,Micro
4.04,212,0,Light,None
8.38,85,6.68,Great,Strong
2.51,155,0,Minor 1,None
2.53,171,0,Minor 1,None
2.8,92,0.96,Minor 1,Micro
3.53,58,2.37,Minor 2,Minor 1
7.69,85,5.99,Major,Strong
7.77,51,6.75,Major,Strong
3.22,21,2.8,Minor 2,Minor 1
2.11,47,1.17,Minor 1,Micro
4.34,102,2.3,Light,Minor 1
3.84,37,3.1,Minor 2,Minor 2
2.7,16,2.38,Minor 1,Minor 1
3.22,68,1.86,Minor 2,Micro
6.22,56,5.1,Strong,Moderate
7.04,55,5.94,Major,Strong
8.36,14,8.08,Great,Great
3.2,85,1.5,Minor 2,Micro
8.43,14,8.15,Great,Great
2.78,11,2.56,Minor 1,Minor 1
5.9,201,1.88,Moderate,Micro
8.72,163,5.46,Great,Moderate
5.96,60,4.76,Strong,Light
4.65,118,2.29,Light,Minor 1
6.54,205,2.44,Strong,Minor 1
8.53,118,6.17,Great,Strong
7.32,70,5.92,Major,Strong
2.17,71,0.75,Minor 1,None
8.92,106,6.8,Great,Strong
6.58,41,5.76,Strong,Moderate
5.54,105,3.44,Moderate,Minor 2
7.09,15,6.79,Major,Strong
6.31,218,1.95,Strong,Minor 1
6.35,100,4.35,Strong,Light
7.98,141,5.16,Great,Moderate
4.64,53,3.58,Light,Minor 2
8.93,43,8.07,Great,Great
2.31,238,0,Minor 1,None
7.41,44,6.53,Major,Strong
4.02,51,3,Light,Minor 2
7.88,25,7.38,Major,Major
3.26,26,2.74,Minor 2,Minor 1
6.75,59,5.57,Strong,Moderate
6.21,20,5.81,Strong,Moderate
2.14,164,0,Minor 1,None
7.38,219,3,Major,Minor 2
8.86,38,8.1,Great,Great
8.7,184,5.02,Great,Moderate
6.89,179,3.31,Strong,Minor 2
2.13,86,0.41,Minor 1,None
4.19,69,2.81,Light,Minor 1
2.66,208,0,Minor 1,None
6.71,200,2.71,Strong,Minor 1
6.99,29,6.41,Major,Strong
8.24,204,4.16,Great,Light
2.68,246,0,Minor 1,None
4.86,3,4.8,Light,Light
7.77,223,3.31,Major,Minor 2
8.9,73,7.44,Great,Major
4.29,69,2.91,Light,Minor 2
3.12,228,0,Minor 2,None
4.14,204,0.06,Light,None
8.5,218,4.14,Great,Light
2.79,200,0,Minor 1,None
8.92,208,4.76,Great,Light
8.51,179,4.93,Great,Moderate
8.05,72,6.61,Great,Strong
5.34,229,0.76,Moderate,None
5.89,132,3.25,Moderate,Minor 2
6.25,204,2.17,Strong,Minor 1
5.37,28,4.81,Moderate,Light
7.63,96,5.71,Major,Moderate
4.86,228,0.3,Light,None
3.03,179,0,Minor 2,None
3.16,165,0,Minor 2,None
6,189,2.22,Strong,Minor 1
4.86,83,3.2,Light,Minor 2
3.33,34,2.65,Minor 2,Minor 1
7.29,105,5.19,Major,Moderate
8.46,47,7.52,Great,Major
5.27,236,0.55,Moderate,None
6.47,227,1.93,Strong,Minor 1
2.47,170,0,Minor 1,None
8.86,127,6.32,Great,Strong
7.32,8,7.16,Major,Major
2.96,224,0,Minor 2,None
6.19,166,2.87,Strong,Minor 1
5.22,176,1.7,Moderate,Micro
2.11,59,0.93,Minor 1,Micro
6.76,33,6.1,Strong,Strong
7.59,169,4.21,Major,Light
7.75,227,3.21,Major,Minor 2
8.85,243,3.99,Great,Light
8.39,209,4.21,Great,Light
5.65,207,1.51,Moderate,Micro
6.08,153,3.02,Strong,Minor 2
6,164,2.72,Strong,Minor 1
6.52,115,4.22,Strong,Light
2.36,160,0,Minor 1,None
8.29,102,6.25,Great,Strong
2.02,19,1.64,Minor 1,Micro
8.45,247,3.51,Great,Minor 2
7.38,180,3.78,Major,Minor 2
8.83,168,5.47,Great,Moderate
4.25,16,3.93,Light,Light
8.84,128,6.28,Great,Strong
2.08,28,1.52,Minor 1,Micro
7.44,51,6.42,Major,Strong
4.32,223,0,Light,None
2.8,173,0,Minor 1,None
2.08,156,0,Minor 1,None
2.2,221,0,Minor 1,None
8,65,6.7,Great,Strong
6.39,162,3.15,Strong,Minor 2
6.86,102,4.82,Strong,Light
8.36,16,8.04,Great,Great
2.11,162,0,Minor 1,None
3.49,221,0,Minor 2,None
4.39,49,3.41,Light,Minor 2
8.96,29,8.38,Great,Great
2.68,202,0,Minor 1,None
3.35,191,0,Minor 2,None
3.36,130,0.76,Minor 2,None
8.27,200,4.27,Great,Light
5.75,132,3.11,Moderate,Minor 2
7.2,69,5.82,Major,Moderate
7.66,247,2.72,Major,Minor 1
7.38,105,5.28,Major,Moderate
5.4,207,1.26,Moderate,Micro
6.97,85,5.27,Major,Moderate
4.77,143,1.91,Light,Minor 1
2.92,59,1.74,Minor 2,Micro
4.84,231,0.22,Light,None
6.43,180,2.83,Strong,Minor 1
7.54,141,4.72,Major,Light
7.95,235,3.25,Great,Minor 2
7.02,84,5.34,Major,Moderate
3.03,239,0,Minor 2,None
2.63,244,0,Minor 1,None
6.41,233,1.75,Strong,Micro
7.15,215,2.85,Major,Minor 1
7.51,224,3.03,Major,Minor 2
5.6,1,5.58,Moderate,Moderate
5.62,21,5.2,Moderate,Moderate
5.76,144,2.88,Moderate,Minor 1
2.7,89,0.92,Minor 1,Micro
7.67,38,6.91,Major,Major
8.28,133,5.62,Great,Moderate
3.21,134,0.53,Minor 2,None
5.38,177,1.84,Moderate,Micro
5.91,156,2.79,Strong,Minor 1
5.58,201,1.56,Moderate,Micro
5.39,235,0.69,Moderate,None
8.81,10,8.61,Great,Great
7.43,80,5.83,Major,Moderate
2.27,136,0,Minor 1,None
7.04,62,5.8,Major,Moderate
3.42,17,3.08,Minor 2,Minor 2
7.32,218,2.96,Major,Minor 2
6.13,108,3.97,Strong,Light
4.82,70,3.42,Light,Minor 2
7.53,127,4.99,Major,Moderate
2.38,140,0,Minor 1,None
5.77,162,2.53,Moderate,Minor 1
8.99,10,8.79,Great,Great
8.07,244,3.19,Great,Minor 2
6.46,150,3.46,Strong,Minor 2
5.58,189,1.8,Moderate,Micro
5.25,17,4.91,Moderate,Moderate
4.43,242,0,Light,None
8.42,181,4.8,Great,Light
7.27,6,7.15,Major,Major
5.07,149,2.09,Moderate,Minor 1
2.05,89,0.27,Minor 1,None
7.41,145,4.51,Major,Light
8.16,2,8.12,Great,Great
8.82,86,7.1,Great,Major
6.27,113,4.01,Strong,Light
7.32,57,6.18,Major,Strong
3.03,50,2.03,Minor 2,Minor 1
8.38,118,6.02,Great,Strong
2.11,225,0,Minor 1,None
6.69,105,4.59,Strong,Light
8.84,182,5.2,Great,Moderate
3.4,239,0,Minor 2,None
3.99,72,2.55,Light,Minor 1
3.5,66,2.18,Minor 2,Minor 1
4.63,48,3.67,Light,Minor 2
3.16,42,2.32,Minor 2,Minor 1
3.91,116,1.59,Light,Micro
5.64,37,4.9,Moderate,Light
7.56,8,7.4,Major,Major
7.51,119,5.13,Major,Moderate
3.41,165,0.11,Minor 2,None
5.5,221,1.08,Moderate,Micro
7.05,40,6.25,Major,Strong
2.94,69,1.56,Minor 2,Micro
7.46,77,5.92,Major,Strong
8.06,67,6.72,Great,Strong
4.48,207,0.34,Light,None
8.72,51,7.7,Great,Major
4.21,230,0,Light,None
5.16,169,1.78,Moderate,Micro
3.94,200,0,Light,None
7.7,229,3.12,Major,Minor 2
8.39,46,7.47,Great,Major
6.21,237,1.47,Strong,Micro
2.26,7,2.12,Minor 1,Minor 1
7.64,14,7.36,Major,Major
2.41,235,0,Minor 1,None
7.76,83,6.1,Major,Strong
3.5,25,3,Minor 2,Minor 2
6.76,90,4.96,Strong,Moderate
5.81,18,5.45,Moderate,Moderate
3.2,159,0.02,Minor 2,None
4.7,99,2.72,Light,Minor 1
2.17,71,0.75,Minor 1,None
5.42,163,2.16,Moderate,Minor 1
7.46,91,5.64,Major,Moderate
8.64,110,6.44,Great,Strong
2.21,15,1.91,Minor 1,Minor 1
4.07,246,0,Light,None
4.44,83,2.78,Light,Minor 1
8.68,234,4,Great,Light
4.92,237,0.18,Moderate,None
6.44,82,4.8,Strong,Light
2.22,29,1.64,Minor 1,Micro
5.37,39,4.59,Moderate,Light
7.47,60,6.27,Major,Strong
3.44,106,1.32,Minor 2,Micro
2.11,135,0,Minor 1,None
3.61,190,0,Minor 2,None
8.24,64,6.96,Great,Major
4.7,118,2.34,Light,Minor 1
3.38,45,2.48,Minor 2,Minor 1
2.75,144,0,Minor 1,None
6.35,120,3.95,Strong,Light
6.33,159,3.15,Strong,Minor 2
8.34,204,4.26,Great,Light
2.33,100,0.33,Minor 1,None
2.78,111,0.56,Minor 1,None
6.98,99,5,Major,Moderate
5.67,181,2.05,Moderate,Minor 1
5.88,200,1.88,Moderate,Micro
4.71,138,1.95,Light,Minor 1
8.72,117,6.38,Great,Strong
8.07,184,4.39,Great,Light
8.26,35,7.56,Great,Major
2.39,59,1.21,Minor 1,Micro
4.8,152,1.76,Light,Micro
5.57,113,3.31,Moderate,Minor 2
4.57,241,0,Light,None
6.68,90,4.88,Strong,Light
6.39,70,4.99,Strong,Moderate
3.47,238,0,Minor 2,None
5.82,68,4.46,Moderate,Light
5.28,221,0.86,Moderate,None
7.7,72,6.26,Major,Strong
7.21,95,5.31,Major,Moderate
8.3,89,6.52,Great,Strong
7.15,112,4.91,Major,Moderate
5.99,213,1.73,Strong,Micro
2.44,3,2.38,Minor 1,Minor 1
3.46,85,1.76,Minor 2,Micro
4.55,41,3.73,Light,Minor 2
7.07,20,6.67,Major,Strong
5.09,215,0.79,Moderate,None
7.03,159,3.85,Major,Minor 2
8.25,184,4.57,Great,Light
4.35,5,4.25,Light,Light
6.62,191,2.8,Strong,Minor 1
3.13,174,0,Minor 2,None
3.24,238,0,Minor 2,None
5.8,12,5.56,Moderate,Moderate
6.78,163,3.52,Strong,Minor 2
6.07,56,4.95,Strong,Moderate
7.15,86,5.43,Major,Moderate
6.91,145,4.01,Major,Light
8.57,169,5.19,Great,Moderate
5.31,7,5.17,Moderate,Moderate
8.62,141,5.8,Great,Moderate
5.46,34,4.78,Moderate,Light
6.66,241,1.84,Strong,Micro
6.46,5,6.36,Strong,Strong
2.4,89,0.62,Minor 1,None
5.06,178,1.5,Moderate,Micro
7.21,118,4.85,Major,Light
4.24,212,0,Light,None
5.31,37,4.57,Moderate,Light
8.15,32,7.51,Great,Major
5.9,171,2.48,Moderate,Minor 1
3.15,152,0.11,Minor 2,None
7.11,19,6.73,Major,Strong
6.59,105,4.49,Strong,Light
4.95,155,1.85,Moderate,Micro
4.32,67,2.98,Light,Minor 2
4.45,133,1.79,Light,Micro
5.73,229,1.15,Moderate,Micro
8.86,33,8.2,Great,Great
4.46,120,2.06,Light,Minor 1
3.68,116,1.36,Minor 2,Micro
4.67,14,4.39,Light,Light
4.26,55,3.16,Light,Minor 2
7.04,194,3.16,Major,Minor 2
8.11,104,6.03,Great,Strong
4.42,146,1.5,Light,Micro
5.27,203,1.21,Moderate,Micro
3.2,32,2.56,Minor 2,Minor 1
5.97,141,3.15,Strong,Minor 2
4.59,132,1.95,Light,Minor 1
7.7,217,3.36,Major,Minor 2
8.39,37,7.65,Great,Major
8.89,237,4.15,Great,Light
4.6,30,4,Light,Light
5.76,209,1.58,Moderate,Micro
3.88,159,0.7,Minor 2,None
8.66,149,5.68,Great,Moderate
4.31,109,2.13,Light,Minor 1
6.44,100,4.44,Strong,Light
5.35,11,5.13,Moderate,Moderate
5.68,64,4.4,Moderate,Light
4.45,115,2.15,Light,Minor 1
4.69,32,4.05,Light,Light
8.77,79,7.19,Great,Major
6.99,213,2.73,Major,Minor 1
4.43,74,2.95,Light,Minor 2
8.66,43,7.8,Great,Major
5.27,114,2.99,Moderate,Minor 2
5.7,170,2.3,Moderate,Minor 1
2.21,11,1.99,Minor 1,Minor 1
5.41,58,4.25,Moderate,Light
3.31,145,0.41,Minor 2,None
4.48,125,1.98,Light,Minor 1
8.4,231,3.78,Great,Minor 2
6.06,197,2.12,Strong,Minor 1
6.12,14,5.84,Strong,Moderate
2.38,46,1.46,Minor 1,Micro
7.25,218,2.89,Major,Minor 1
4.15,164,0.87,Light,None
6.8,173,3.34,Strong,Minor 2
8.35,74,6.87,Great,Strong
3.61,18,3.25,Minor 2,Minor 2
7.32,164,4.04,Major,Light
4.57,69,3.19,Light,Minor 2
8.57,107,6.43,Great,Strong
7.43,227,2.89,Major,Minor 1
4.52,111,2.3,Light,Minor 1
2.83,79,1.25,Minor 1,Micro
7.82,215,3.52,Major,Minor 2
8.78,170,5.38,Great,Moderate
8.61,207,4.47,Great,Light
8.11,207,3.97,Great,Light
2.62,180,0,Minor 1,None
7.24,30,6.64,Major,Strong
3.76,190,0,Minor 2,None
7.59,91,5.77,Major,Moderate
2.18,170,0,Minor 1,None
6.32,55,5.22,Strong,Moderate
8,164,4.72,Great,Light
4.38,221,0,Light,None
4.33,158,1.17,Light,Micro
3.06,86,1.34,Minor 2,Micro
2.63,64,1.35,Minor 1,Micro
4.12,227,0,Light,None
2.51,215,0,Minor 1,None
3.73,141,0.91,Minor 2,Micro
7.01,214,2.73,Major,Minor 1
8.29,77,6.75,Great,Strong
5.62,131,3,Moderate,Minor 2
4.83,16,4.51,Light,Light
4.33,237,0,Light,None
4.9,230,0.3,Light,None
2.93,134,0.25,Minor 2,None
2.19,109,0.01,Minor 1,None
3.77,114,1.49,Minor 2,Micro
7.97,70,6.57,Great,Strong
3.74,247,0,Minor 2,None
4.19,15,3.89,Light,Minor 2
8.59,200,4.59,Great,Light
7.15,61,5.93,Major,Strong
8.26,74,6.78,Great,Strong
8.84,212,4.6,Great,Light
8.26,112,6.02,Great,Strong
5.27,164,1.99,Moderate,Minor 1
6.2,162,2.96,Strong,Minor 2
3.86,99,1.88,Minor 2,Micro
2.01,73,0.55,Minor 1,None
7.03,214,2.75,Major,Minor 1
4.64,135,1.94,Light,Minor 1
6.81,58,5.65,Strong,Moderate
5.14,73,3.68,Moderate,Minor 2
5.29,194,1.41,Moderate,Micro
6.72,115,4.42,Strong,Light
4.89,19,4.51,Light,Light
6.36,125,3.86,Strong,Minor 2
8.92,105,6.82,Great,Strong
6.88,26,6.36,Strong,Strong
8.51,104,6.43,Great,Strong
5.56,64,4.28,Moderate,Light
7.14,135,4.44,Major,Light
7.57,77,6.03,Major,Strong
2.92,215,0,Minor 2,None
8.2,47,7.26,Great,Major
5.98,78,4.42,Strong,Light
8.49,109,6.31,Great,Strong
4.44,186,0.72,Light,None
8.74,66,7.42,Great,Major
7.65,186,3.93,Major,Light
4.89,234,0.21,Light,None
6.89,64,5.61,Strong,Moderate
7.26,206,3.14,Major,Minor 2
3.99,2,3.95,Light,Light
7.02,5,6.92,Major,Major
6.24,9,6.06,Strong,Strong
3.66,236,0,Minor 2,None
6.3,205,2.2,Strong,Minor 1
8.58,207,4.44,Great,Light
6.82,6,6.7,Strong,Strong
5.45,74,3.97,Moderate,Light
6.12,27,5.58,Strong,Moderate
8.04,51,7.02,Great,Major
4.72,165,1.42,Light,Micro
2.67,46,1.75,Minor 1,Micro
5.33,247,0.39,Moderate,None
3.05,197,0,Minor 2,None
6.76,3,6.7,Strong,Strong
7.02,91,5.2,Major,Moderate
5.88,162,2.64,Moderate,Minor 1
3.16,201,0,Minor 2,None
6.5,171,3.08,Strong,Minor 2
6.72,174,3.24,Strong,Minor 2
3.5,248,0,Minor 2,None
5.51,107,3.37,Moderate,Minor 2
3.04,32,2.4,Minor 2,Minor 1
5.37,96,3.45,Moderate,Minor 2
2.21,88,0.45,Minor 1,None
3.15,105,1.05,Minor 2,Micro
6.06,96,4.14,Strong,Light
4.36,33,3.7,Light,Minor 2
4.06,131,1.44,Light,Micro
5.21,185,1.51,Moderate,Micro
5.09,89,3.31,Moderate,Minor 2
3.86,167,0.52,Minor 2,None
4.11,124,1.63,Light,Micro
4.04,16,3.72,Light,Minor 2
8.03,156,4.91,Great,Moderate
2.34,249,0,Minor 1,None
5.5,74,4.02,Moderate,Light
8.66,196,4.74,Great,Light
4.52,217,0.18,Light,None
3.44,110,1.24,Minor 2,Micro
8.63,212,4.39,Great,Light
7.04,110,4.84,Major,Light
3.54,242,0,Minor 2,None
3.04,118,0.68,Minor 2,None
2.27,225,0,Minor 1,None
3.22,248,0,Minor 2,None
5.47,136,2.75,Moderate,Minor 1
6.19,52,5.15,Strong,Moderate
8.8,192,4.96,Great,Moderate
4.33,130,1.73,Light,Micro
8.56,75,7.06,Great,Major
8.17,226,3.65,Great,Minor 2
5.47,23,5.01,Moderate,Moderate
7.83,129,5.25,Major,Moderate
2.09,107,0,Minor 1,None
8.04,203,3.98,Great,Light
3.17,231,0,Minor 2,None
2.65,230,0,Minor 1,None
2.54,5,2.44,Minor 1,Minor 1
2.91,95,1.01,Minor 2,Micro
8.85,108,6.69,Great,Strong
6.09,218,1.73,Strong,Micro
5.94,79,4.36,Strong,Light
3.64,127,1.1,Minor 2,Micro
3.16,163,0,Minor 2,None
7.65,25,7.15,Major,Major
5.56,141,2.74,Moderate,Minor 1
4.53,30,3.93,Light,Light
4.99,177,1.45,Moderate,Micro
6.17,15,5.87,Strong,Moderate
8.75,179,5.17,Great,Moderate
2.62,97,0.68,Minor 1,None
7.23,25,6.73,Major,Strong
6.15,93,4.29,Strong,Light
7.97,99,5.99,Great,Strong
5.65,186,1.93,Moderate,Minor 1
6.71,43,5.85,Strong,Moderate
6.52,225,2.02,Strong,Minor 1
8.39,65,7.09,Great,Major
8.14,189,4.36,Great,Light
4.81,36,4.09,Light,Light
4.28,27,3.74,Light,Minor 2
3.53,200,0,Minor 2,None
8.79,177,5.25,Great,Moderate
7.95,184,4.27,Great,Light
5.1,206,0.98,Moderate,Micro
4.9,93,3.04,Light,Minor 2
6.93,177,3.39,Major,Minor 2
2.35,30,1.75,Minor 1,Micro
2.52,109,0.34,Minor 1,None
7.85,21,7.43,Major,Major
8.97,111,6.75,Great,Strong
4.08,95,2.18,Light,Minor 1
6.96,150,3.96,Major,Light
2.07,38,1.31,Minor 1,Micro
7.56,6,7.44,Major,Major
6.37,194,2.49,Strong,Minor 1
2.78,193,0,Minor 1,None
3.03,114,0.75,Minor 2,None
4.1,154,1.02,Light,Micro
2.18,95,0.28,Minor 1,None
7.18,140,4.38,Major,Light
3.41,187,0,Minor 2,None
8.06,197,4.12,Great,Light
3.37,198,0,Minor 2,None
7.3,2,7.26,Major,Major
8.66,142,5.82,Great,Moderate
5.96,242,1.12,Strong,Micro
6.29,7,6.15,Strong,Strong
6.53,179,2.95,Strong,Minor 2
3.74,152,0.7,Minor 2,None
6.6,53,5.54,Strong,Moderate
5.45,48,4.49,Moderate,Light
7.41,95,5.51,Major,Moderate
7.18,184,3.5,Major,Minor 2
8.87,198,4.91,Great,Moderate
7.05,66,5.73,Major,Moderate
5.32,41,4.5,Moderate,Light
3.03,233,0,Minor 2,None
6.44,56,5.32,Strong,Moderate
5.17,235,0.47,Moderate,None
6.24,161,3.02,Strong,Minor 2
8.37,191,4.55,Great,Light
6.58,226,2.06,Strong,Minor 1
7.68,10,7.48,Major,Major
2.66,51,1.64,Minor 1,Micro
5.05,158,1.89,Moderate,Micro
3.83,185,0.13,Minor 2,None
6.98,55,5.88,Major,Moderate
3.81,1,3.79,Minor 2,Minor 2
7.75,75,6.25,Major,Strong
6.33,119,3.95,Strong,Light
8.75,86,7.03,Great,Major
2.27,1,2.25,Minor 1,Minor 1
8.85,25,8.35,Great,Great
2.67,156,0,Minor 1,None
6.08,185,2.38,Strong,Minor 1
7.71,207,3.57,Major,Minor 2
6.97,240,2.17,Major,Minor 1
4.31,237,0,Light,None
8.17,177,4.63,Great,Light
5.78,120,3.38,Moderate,Minor 2
8.49,218,4.13,Great,Light
4.78,71,3.36,Light,Minor 2
8.8,58,7.64,Great,Major
3.47,244,0,Minor 2,None
7.41,103,5.35,Major,Moderate
4.05,214,0,Light,None
3.97,125,1.47,Light,Micro
6.76,61,5.54,Strong,Moderate
7.83,149,4.85,Major,Light
5.25,95,3.35,Moderate,Minor 2
5.16,12,4.92,Moderate,Moderate
3.97,130,1.37,Light,Micro
3.37,176,0,Minor 2,None
3.86,119,1.48,Minor 2,Micro
5.18,93,3.32,Moderate,Minor 2
6.3,120,3.9,Strong,Minor 2
5.55,16,5.23,Moderate,Moderate
6.58,109,4.4,Strong,Light
2.95,155,0,Minor 2,None
6.41,24,5.93,Strong,Strong
3.57,193,0,Minor 2,None
5.54,128,2.98,Moderate,Minor 2
6.46,61,5.24,Strong,Moderate
8.89,182,5.25,Great,Moderate
2.02,140,0,Minor 1,None
8.03,228,3.47,Great,Minor 2
4.23,199,0.25,Light,None
6.4,185,2.7,Strong,Minor 1
8.02,80,6.42,Great,Strong
6.78,244,1.9,Strong,Micro
2.05,21,1.63,Minor 1,Micro
6.02,52,4.98,Strong,Moderate
3.66,31,3.04,Minor 2,Minor 2
3.24,195,0,Minor 2,None
2.23,17,1.89,Minor 1,Micro
5.61,69,4.23,Moderate,Light
2.28,116,0,Minor 1,None
4.57,153,1.51,Light,Micro
6.57,193,2.71,Strong,Minor 1
2.39,211,0,Minor 1,None
2.03,232,0,Minor 1,None
4.01,207,0,Light,None
7.65,84,5.97,Major,Strong
8.44,63,7.18,Great,Major
7.03,19,6.65,Major,Strong
3.57,235,0,Minor 2,None
5.23,108,3.07,Moderate,Minor 2
6.98,8,6.82,Major,Strong
8.66,175,5.16,Great,Moderate
8,152,4.96,Great,Moderate
7.34,188,3.58,Major,Minor 2
6.15,59,4.97,Strong,Moderate
4.46,28,3.9,Light,Minor 2
6.57,27,6.03,Strong,Strong
3.33,202,0,Minor 2,None
6.01,243,1.15,Strong,Micro
2.15,160,0,Minor 1,None
2.27,218,0,Minor 1,None
5.31,231,0.69,Moderate,None
5.38,142,2.54,Moderate,Minor 1
4.11,30,3.51,Light,Minor 2
6.99,73,5.53,Major,Moderate
5.06,231,0.44,Moderate,None
5.89,132,3.25,Moderate,Minor 2
7.6,248,2.64,Major,Minor 1
6.31,34,5.63,Strong,Moderate
3.93,151,0.91,Light,Micro
7.47,16,7.15,Major,Major
5.27,212,1.03,Moderate,Micro
2.93,54,1.85,Minor 2,Micro
8.19,88,6.43,Great,Strong
8.57,25,8.07,Great,Great
8.07,155,4.97,Great,Moderate
5.15,243,0.29,Moderate,None
7.7,101,5.68,Major,Moderate
6.33,61,5.11,Strong,Moderate
5.17,6,5.05,Moderate,Moderate
3.9,210,0,Minor 2,None
2.53,219,0,Minor 1,None
5.53,95,3.63,Moderate,Minor 2
4.53,187,0.79,Light,None
4.81,29,4.23,Light,Light
5.83,40,5.03,Moderate,Moderate
4.9,172,1.46,Light,Micro
2.41,199,0,Minor 1,None
7.54,154,4.46,Major,Light
4.79,204,0.71,Light,None
6.48,28,5.92,Strong,Strong
4.43,62,3.19,Light,Minor 2
2.73,165,0,Minor 1,None
3.04,67,1.7,Minor 2,Micro
2.22,247,0,Minor 1,None
5.5,138,2.74,Moderate,Minor 1
7.69,12,7.45,Major,Major
5.55,61,4.33,Moderate,Light
5.39,209,1.21,Moderate,Micro
7.14,146,4.22,Major,Light
4.19,166,0.87,Light,None
3.34,173,0,Minor 2,None
4.72,153,1.66,Light,Micro
8.56,67,7.22,Great,Major
2.69,37,1.95,Minor 1,Minor 1
8.28,207,4.14,Great,Light
8.4,205,4.3,Great,Light
2.56,214,0,Minor 1,None
7.75,150,4.75,Major,Light
6.43,24,5.95,Strong,Strong
5.41,228,0.85,Moderate,None
5.43,65,4.13,Moderate,Light
6.21,99,4.23,Strong,Light
7.59,48,6.63,Major,Strong
6.02,189,2.24,Strong,Minor 1
8.07,53,7.01,Great,Major
4.96,218,0.6,Moderate,None
4.53,59,3.35,Light,Minor 2
6.35,178,2.79,Strong,Minor 1
5.8,233,1.14,Moderate,Micro
4.14,170,0.74,Light,None
5.77,160,2.57,Moderate,Minor 1
7.46,107,5.32,Major,Moderate
4.8,222,0.36,Light,None
7.43,227,2.89,Major,Minor 1
6.33,37,5.59,Strong,Moderate
6.46,177,2.92,Strong,Minor 2
6.94,57,5.8,Major,Moderate
7.88,74,6.4,Major,Strong
4.31,200,0.31,Light,None
8.96,113,6.7,Great,Strong
5.65,60,4.45,Moderate,Light
6.22,148,3.26,Strong,Minor 2
2.59,192,0,Minor 1,None
5.46,29,4.88,Moderate,Light
5.75,137,3.01,Moderate,Minor 2
3.53,243,0,Minor 2,None
5,182,1.36,Moderate,Micro
3.5,201,0,Minor 2,None
6.58,235,1.88,Strong,Micro
3.37,153,0.31,Minor 2,None
4.57,95,2.67,Light,Minor 1
6.99,46,6.07,Major,Strong
3.23,80,1.63,Minor 2,Micro
5.1,70,3.7,Moderate,Minor 2
4.37,56,3.25,Light,Minor 2
3.58,33,2.92,Minor 2,Minor 2
2.08,48,1.12,Minor 1,Micro
6.88,59,5.7,Strong,Moderate
6.25,121,3.83,Strong,Minor 2
8.45,197,4.51,Great,Light
8.59,146,5.67,Great,Moderate
6.35,9,6.17,Strong,Strong
7.58,194,3.7,Major,Minor 2
3.3,191,0,Minor 2,None
6.04,194,2.16,Strong,Minor 1
7.29,235,2.59,Major,Minor 1
2.47,162,0,Minor 1,None
7.5,175,4,Major,Light
3.84,163,0.58,Minor 2,None
6.62,235,1.92,Strong,Minor 1
3.77,173,0.31,Minor 2,None
4.76,145,1.86,Light,Micro
4.79,52,3.75,Light,Minor 2
6.64,9,6.46,Strong,Strong
5.27,213,1.01,Moderate,Micro
7.94,225,3.44,Great,Minor 2
3.36,59,2.18,Minor 2,Minor 1
6.02,70,4.62,Strong,Light
3.24,113,0.98,Minor 2,Micro
2.13,105,0.03,Minor 1,None
6.23,137,3.49,Strong,Minor 2
3.57,208,0,Minor 2,None
9,19,8.62,Great,Great
6.62,74,5.14,Strong,Moderate
6.05,55,4.95,Strong,Moderate
6,182,2.36,Strong,Minor 1
6.09,174,2.61,Strong,Minor 1
2,220,0,Minor 1,None
5.23,212,0.99,Moderate,Micro
6.87,172,3.43,Strong,Minor 2
6.7,130,4.1,Strong,Light
5.16,22,4.72,Moderate,Light
7.78,63,6.52,Major,Strong
2.89,224,0,Minor 1,None
3.03,56,1.91,Minor 2,Minor 1
5.17,10,4.97,Moderate,Moderate
6.71,100,4.71,Strong,Light
2.2,123,0,Minor 1,None
6.83,63,5.57,Strong,Moderate
5.21,38,4.45,Moderate,Light
6.87,142,4.03,Strong,Light
6.68,49,5.7,Strong,Moderate
5.57,29,4.99,Moderate,Moderate
9,173,5.54,Great,Moderate
6.98,169,3.6,Major,Minor 2
6.42,77,4.88,Strong,Light
7.74,101,5.72,Major,Moderate
2.76,219,0,Minor 1,None
8.41,31,7.79,Great,Major
5.85,195,1.95,Moderate,Minor 1
8.5,18,8.14,Great,Great
4.42,227,0,Light,None
8.32,124,5.84,Great,Moderate
2.56,169,0,Minor 1,None
8.71,161,5.49,Great,Moderate
3.9,132,1.26,Minor 2,Micro
4.2,66,2.88,Light,Minor 1
8.65,29,8.07,Great,Great
8.92,201,4.9,Great,Light
